# Frecuencia(Hz) PSD
-6.046476190476190532e+05	9.877557814923217799e-03
-5.851428571428571595e+05	4.039133871617842431e+01
-5.656380952380952658e+05	2.337967143576041451e+01
-5.461333333333333721e+05	3.755674168534175550e+01
-5.266285714285714785e+05	4.638282269592334250e-01
-5.071238095238095266e+05	8.126121796528964936e+00
-4.876190476190476329e+05	3.067192869300850333e+01
-4.681142857142856810e+05	2.463828226959233536e+00
-4.486095238095237873e+05	1.192664115505582068e+01
-4.291047619047618937e+05	1.580677019722560139e+01
-4.096000000000000000e+05	1.600000000000000000e+01
-3.900952380952381063e+05	2.337967143576042517e+01
-3.705904761904762127e+05	8.126121796528959607e+00
-3.510857142857142608e+05	3.839133871617845273e+01
-3.315809523809523671e+05	1.065869616412811816e+01
-3.120761904761904734e+05	9.834818038056046818e-01
-2.925714285714285797e+05	5.144833056862325726e+00
-2.730666666666666861e+05	5.651342217980727867e+01
-2.535619047619047633e+05	1.580677019722560139e+01
-2.340571428571428405e+05	4.039133871617843852e+01
-2.145523809523809468e+05	3.067192869300849267e+01
-1.950476190476190532e+05	1.065869616412811460e+01
-1.755428571428571304e+05	3.144833056862327503e+00
-1.560380952380952367e+05	1.843681119667203205e+01
-1.365333333333333430e+05	1.929836134850930085e+00
-1.170285714285714203e+05	5.144833056862322174e+00
-9.752380952380952658e+04	1.192664115505582068e+01
-7.801904761904761835e+04	9.877557814923203922e-03
-5.851428571428571013e+04	2.463828226959232204e+00
-3.900952380952380918e+04	9.834818038056051259e-01
-1.950476190476190459e+04	1.843681119667202140e+01
0.000000000000000000e+00	7.840000000000000000e+02
1.950476190476190459e+04	1.843681119667203205e+01
3.900952380952380918e+04	9.834818038056044598e-01
5.851428571428571013e+04	2.463828226959233092e+00
7.801904761904761835e+04	9.877557814923221269e-03
9.752380952380952658e+04	1.192664115505581535e+01
1.170285714285714203e+05	5.144833056862323950e+00
1.365333333333333430e+05	1.929836134850930751e+00
1.560380952380952367e+05	1.843681119667202140e+01
1.755428571428571304e+05	3.144833056862327503e+00
1.950476190476190532e+05	1.065869616412811816e+01
2.145523809523809468e+05	3.067192869300851399e+01
2.340571428571428405e+05	4.039133871617844562e+01
2.535619047619047633e+05	1.580677019722559784e+01
2.730666666666666861e+05	5.651342217980728577e+01
2.925714285714285797e+05	5.144833056862322174e+00
3.120761904761904734e+05	9.834818038056053480e-01
3.315809523809523671e+05	1.065869616412811816e+01
3.510857142857142608e+05	3.839133871617845273e+01
3.705904761904762127e+05	8.126121796528964936e+00
3.900952380952381063e+05	2.337967143576041451e+01
4.096000000000000000e+05	1.600000000000000000e+01
4.291047619047618937e+05	1.580677019722559429e+01
4.486095238095237873e+05	1.192664115505582068e+01
4.681142857142856810e+05	2.463828226959233536e+00
4.876190476190476329e+05	3.067192869300850333e+01
5.071238095238095266e+05	8.126121796528959607e+00
5.266285714285714785e+05	4.638282269592334250e-01
5.461333333333333721e+05	3.755674168534177682e+01
5.656380952380952658e+05	2.337967143576041451e+01
5.851428571428571595e+05	4.039133871617843852e+01
6.046476190476190532e+05	9.877557814923273311e-03
